hf_id,hf_navn,helseregion,yrkesgruppe_kode,yrkesgruppe,metric,period,value,unit,source_id,quality
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2015,9661,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2016,9816,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2017,9945,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2018,10013,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2019,10498,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2020,10671,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2021,11040,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2022,11431,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2023,11569,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2024,11499,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,TOT,I alt,arsverk,2025,11854,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2015,1252,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2016,1251,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2017,1309,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2018,1349,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2019,1391,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2020,1444,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2021,1430,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2022,1486,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2023,1542,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2024,1520,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,01,Spesialsykepleiere,arsverk,2025,1607,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2015,1865,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2016,1934,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2017,1949,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2018,1930,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2019,2049,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2020,2081,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2021,2211,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2022,2335,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2023,2332,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2024,2269,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,02,Sykepleiere,arsverk,2025,2299,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2015,191,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2016,185,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2017,182,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2018,177,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2019,186,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2020,188,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2021,182,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2022,172,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2023,172,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2024,169,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,03,Jordmødre,arsverk,2025,194,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2015,298,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2016,288,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2017,271,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2018,245,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2019,238,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2020,238,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2021,244,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2022,275,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2023,274,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2024,250,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,04,Helsefagarbeidere mv.,arsverk,2025,271,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2015,1046,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2016,1115,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2017,1145,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2018,1159,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2019,1231,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2020,1269,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2021,1311,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2022,1332,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2023,1350,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2024,1350,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,05,Legespesialister,arsverk,2025,1400,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2015,184,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2016,187,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2017,189,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2018,227,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2019,234,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2020,247,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2021,239,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2022,249,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2023,260,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2024,267,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,06,Andre leger,arsverk,2025,281,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2015,309,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2016,318,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2017,327,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2018,342,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2019,386,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2020,395,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2021,419,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2022,445,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2023,445,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2024,451,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,07,Psykologer,arsverk,2025,473,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2015,156,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2016,151,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2017,163,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2018,162,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2019,205,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2020,202,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2021,216,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2022,231,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2023,238,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2024,243,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,08,Vernepleiere,arsverk,2025,254,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2015,60,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2016,58,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2017,61,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2018,59,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2019,54,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2020,56,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2021,66,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2022,65,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2023,71,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2024,72,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,09,Andre medisinske og helserelaterte yrker,arsverk,2025,82,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2015,49,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2016,47,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2017,50,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2018,46,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2019,46,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2020,44,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2021,44,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2022,49,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2023,51,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2024,52,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,10,Ergoterapeuter,arsverk,2025,49,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2015,131,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2016,138,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2017,139,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2018,141,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2019,143,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2020,142,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2021,150,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2022,153,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2023,150,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2024,152,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,11,Fysioterapeuter,arsverk,2025,152,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2015,16,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2016,16,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2017,20,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2018,20,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2019,24,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2020,22,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2021,20,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2022,24,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2023,27,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2024,27,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,12,Ernæringsfysiologer,arsverk,2025,31,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2015,461,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2016,458,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2017,458,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2018,467,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2019,480,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2020,485,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2021,496,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2022,507,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2023,505,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2024,505,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,13,Bioingeniører,arsverk,2025,523,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2015,208,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2016,219,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2017,218,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2018,224,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2019,235,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2020,245,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2021,244,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2022,247,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2023,262,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2024,271,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,14,Radiografer mv.,arsverk,2025,269,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2015,24,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2016,25,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2017,23,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2018,24,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2019,33,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2020,33,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2021,36,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2022,34,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2023,34,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2024,33,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,15,Audiografer og logopeder,arsverk,2025,31,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2015,191,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2016,198,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2017,194,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2018,191,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2019,226,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2020,228,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2021,230,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2022,225,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2023,229,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2024,236,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,16,Ambulansepersonell,arsverk,2025,251,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2015,66,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2016,70,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2017,79,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2018,79,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2019,95,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2020,84,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2021,87,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2022,87,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2023,84,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2024,77,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,17,"Barnevernspedagoger, miljøterapeuter, sosionomer mv.",arsverk,2025,77,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2015,124,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2016,133,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2017,147,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2018,157,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2019,162,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2020,170,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2021,186,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2022,204,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2023,229,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2024,251,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,18,Helsesekretærer,arsverk,2025,261,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2015,600,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2016,623,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2017,615,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2018,579,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2019,581,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2020,585,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2021,663,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2022,730,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2023,736,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2024,733,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,19,Andre pleiemedarbeidere,arsverk,2025,748,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2015,408,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2016,412,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2017,432,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2018,446,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2019,459,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2020,475,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2021,495,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2022,505,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2023,505,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2024,519,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20a,"Ledere av helse-, omsorgs- og sosialtjenester",arsverk,2025,530,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2015,27,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2016,25,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2017,27,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2018,26,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2019,30,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2020,22,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2021,24,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2022,27,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2023,31,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2024,31,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,20b,Andre ledere,arsverk,2025,32,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,21,"Ingeniører, realister, sivilingeniører mv.",arsverk,2015,211,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,21,"Ingeniører, realister, sivilingeniører mv.",arsverk,2016,224,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,21,"Ingeniører, realister, sivilingeniører mv.",arsverk,2017,236,arsverk,ssb_13953,ekte
983974724,Helse Bergen HF,H03,21,"Ingeniører, realister, sivilingeniører mv.",arsverk,2018,237,arsverk,ssb_13953,ekte
