hf_id,hf_navn,helseregion,tjenesteomrade,metric,period,value,unit,source_id,quality
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2017,30349,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2018,27298,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2019,28088,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2020,29028,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2021,28360,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2022,28041,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2023,30629,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2024,29268,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,polikliniske_konsultasjoner,2025,31795,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2015,1416,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2016,1365,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2017,1198,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2018,744,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2019,259,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2020,165,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2021,23,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2022,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2023,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2024,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,dagbehandlinger,2025,3,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2015,22430,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2016,22915,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2017,23360,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2018,22020,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2019,23360,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2020,23360,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2021,23805,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2022,24090,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2023,24090,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2024,24051,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,sengedogn,2025,23645,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2015,80,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2016,82,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2017,76,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2018,83,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2019,82,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2020,74,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2021,76,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2022,78,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2023,75,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2024,71,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent,2025,72,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2015,76,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2016,81,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2017,76,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2018,83,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2019,82,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2020,74,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2021,75,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2022,78,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2023,75,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2024,71,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,VOP,beleggsprosent_oecd,2025,70,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2015,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2016,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2017,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2018,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2019,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2020,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2021,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2022,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2023,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2024,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dognplasser,2025,6,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2015,110,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2016,93,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2017,90,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2018,76,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2019,67,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2020,95,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2021,90,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2022,128,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2023,101,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2024,100,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,utskrivninger,2025,91,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2015,1248,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2016,1080,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2017,1138,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2018,1120,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2019,1364,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2020,1356,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2021,1237,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2022,1253,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2023,1055,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2024,1222,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,liggedager,2025,1080,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2015,18239,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2016,18230,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2017,17953,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2018,17285,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2019,17850,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2020,18612,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2021,18612,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2022,19517,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2023,19211,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2024,19137,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,polikliniske_konsultasjoner,2025,20220,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2015,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2016,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2017,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2018,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2019,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2020,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2021,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2022,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2023,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2024,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,dagbehandlinger,2025,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2015,2000,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2016,1989,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2017,1980,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2018,2010,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2019,2010,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2020,2010,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2021,1971,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2022,1950,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2023,2010,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2024,2010,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,sengedogn,2025,2010,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2015,62,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2016,54,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2017,57,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2018,56,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2019,68,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2020,67,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2021,63,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2022,64,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2023,52,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2024,61,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent,2025,54,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2015,57,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2016,49,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2017,52,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2018,51,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2019,62,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2020,62,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2021,56,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2022,57,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2023,48,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2024,56,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,BUP,beleggsprosent_oecd,2025,49,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2015,24,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2016,25,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2017,24,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2018,25,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2019,19,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2020,21,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2021,20,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2022,25,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2023,25,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2024,10,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dognplasser,2025,10,senger,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2015,134,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2016,154,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2017,195,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2018,213,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2019,192,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2020,138,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2021,149,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2022,166,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2023,190,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2024,148,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,utskrivninger,2025,115,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2015,6891,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2016,7715,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2017,6777,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2018,6775,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2019,6650,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2020,5414,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2021,5661,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2022,5935,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2023,6563,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2024,3787,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,liggedager,2025,2373,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2015,41,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2016,51,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2017,57,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2018,1437,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2019,1435,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2020,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2021,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2022,2839,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2023,1180,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2024,2484,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,polikliniske_konsultasjoner,2025,2621,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2015,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2016,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2017,87,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2018,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2019,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2020,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2021,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2022,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2023,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2024,3,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,dagbehandlinger,2025,0,antall,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2015,8400,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2016,7906,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2017,8760,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2018,9125,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2019,8689,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2020,7665,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2021,8723,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2022,9125,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2023,9125,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2024,5475,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,sengedogn,2025,3650,dogn,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2015,82,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2016,98,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2017,77,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2018,74,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2019,77,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2020,71,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2021,65,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2022,65,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2023,72,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2024,69,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent,2025,65,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2015,79,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2016,84,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2017,77,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2018,74,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2019,96,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2020,70,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2021,78,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2022,65,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2023,72,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2024,103,prosent,ssb_13942,ekte
983974732,Helse Førde HF,H03,TSB,beleggsprosent_oecd,2025,65,prosent,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2015,915,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2016,921,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2017,912,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2018,895,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2019,860,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2020,845,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2021,852,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2022,819,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2023,829,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2024,830,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dognplasser,2025,824,senger,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2015,45051,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2016,45514,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2017,46408,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2018,46861,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2019,45326,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2020,41353,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2021,42517,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2022,44472,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2023,44792,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2024,45486,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,utskrivninger,2025,50506,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2015,283152,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2016,277529,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2017,278960,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2018,271632,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2019,258324,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2020,227367,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2021,232106,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2022,242952,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2023,249724,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2024,251084,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,liggedager,2025,240847,dogn,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2015,502468,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2016,516058,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2017,538881,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2018,548853,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2019,556805,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2020,555435,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2021,582407,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2022,579202,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2023,594863,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2024,602424,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,polikliniske_konsultasjoner,2025,576949,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2015,20868,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2016,19753,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2017,21154,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2018,22526,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2019,22146,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2020,18464,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2021,19591,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2022,20083,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2023,21736,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2024,21861,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,dagbehandlinger,2025,29009,antall,ssb_13942,ekte
983974678,Helse Stavanger HF,H03,TOT,sengedogn,2015,315778,dogn,ssb_13942,ekte
