municipality_code,aldersgruppe,period,value,unit,source_id,quality
4615,alle,2018,0,personer,ssb_07459,ekte
4616,alle,2018,0,personer,ssb_07459,ekte
4617,alle,2018,0,personer,ssb_07459,ekte
4618,alle,2018,0,personer,ssb_07459,ekte
4619,alle,2018,0,personer,ssb_07459,ekte
4620,alle,2018,0,personer,ssb_07459,ekte
4621,alle,2018,0,personer,ssb_07459,ekte
4622,alle,2018,0,personer,ssb_07459,ekte
4623,alle,2018,0,personer,ssb_07459,ekte
4624,alle,2018,0,personer,ssb_07459,ekte
4625,alle,2018,0,personer,ssb_07459,ekte
4626,alle,2018,0,personer,ssb_07459,ekte
4627,alle,2018,0,personer,ssb_07459,ekte
4628,alle,2018,0,personer,ssb_07459,ekte
4629,alle,2018,0,personer,ssb_07459,ekte
4630,alle,2018,0,personer,ssb_07459,ekte
4631,alle,2018,0,personer,ssb_07459,ekte
4632,alle,2018,0,personer,ssb_07459,ekte
4633,alle,2018,0,personer,ssb_07459,ekte
4634,alle,2018,0,personer,ssb_07459,ekte
4635,alle,2018,0,personer,ssb_07459,ekte
4636,alle,2018,0,personer,ssb_07459,ekte
4637,alle,2018,0,personer,ssb_07459,ekte
4638,alle,2018,0,personer,ssb_07459,ekte
4639,alle,2018,0,personer,ssb_07459,ekte
4640,alle,2018,0,personer,ssb_07459,ekte
4641,alle,2018,0,personer,ssb_07459,ekte
4642,alle,2018,0,personer,ssb_07459,ekte
4643,alle,2018,0,personer,ssb_07459,ekte
4644,alle,2018,0,personer,ssb_07459,ekte
4645,alle,2018,0,personer,ssb_07459,ekte
4646,alle,2018,0,personer,ssb_07459,ekte
4647,alle,2018,0,personer,ssb_07459,ekte
4648,alle,2018,0,personer,ssb_07459,ekte
4649,alle,2018,0,personer,ssb_07459,ekte
4650,alle,2018,0,personer,ssb_07459,ekte
4651,alle,2018,0,personer,ssb_07459,ekte
1505,0-17,2018,4854,personer,ssb_07459,ekte
1505,18-29,2018,3628,personer,ssb_07459,ekte
1505,30-49,2018,6401,personer,ssb_07459,ekte
1505,50-66,2018,5356,personer,ssb_07459,ekte
1505,67-79,2018,3019,personer,ssb_07459,ekte
1505,80-89,2018,843,personer,ssb_07459,ekte
1505,90+,2018,199,personer,ssb_07459,ekte
1505,alle,2018,24300,personer,ssb_07459,ekte
1506,alle,2018,0,personer,ssb_07459,ekte
1508,alle,2018,0,personer,ssb_07459,ekte
1511,0-17,2018,560,personer,ssb_07459,ekte
1511,18-29,2018,433,personer,ssb_07459,ekte
1511,30-49,2018,624,personer,ssb_07459,ekte
1511,50-66,2018,803,personer,ssb_07459,ekte
1511,67-79,2018,511,personer,ssb_07459,ekte
1511,80-89,2018,183,personer,ssb_07459,ekte
1511,90+,2018,73,personer,ssb_07459,ekte
1511,alle,2018,3187,personer,ssb_07459,ekte
1514,0-17,2018,475,personer,ssb_07459,ekte
1514,18-29,2018,313,personer,ssb_07459,ekte
1514,30-49,2018,640,personer,ssb_07459,ekte
1514,50-66,2018,588,personer,ssb_07459,ekte
1514,67-79,2018,318,personer,ssb_07459,ekte
1514,80-89,2018,151,personer,ssb_07459,ekte
1514,90+,2018,37,personer,ssb_07459,ekte
1514,alle,2018,2522,personer,ssb_07459,ekte
1515,0-17,2018,1956,personer,ssb_07459,ekte
1515,18-29,2018,1211,personer,ssb_07459,ekte
1515,30-49,2018,2354,personer,ssb_07459,ekte
1515,50-66,2018,1925,personer,ssb_07459,ekte
1515,67-79,2018,1043,personer,ssb_07459,ekte
1515,80-89,2018,375,personer,ssb_07459,ekte
1515,90+,2018,101,personer,ssb_07459,ekte
1515,alle,2018,8965,personer,ssb_07459,ekte
1516,0-17,2018,2031,personer,ssb_07459,ekte
1516,18-29,2018,1261,personer,ssb_07459,ekte
1516,30-49,2018,2446,personer,ssb_07459,ekte
1516,50-66,2018,1665,personer,ssb_07459,ekte
1516,67-79,2018,826,personer,ssb_07459,ekte
1516,80-89,2018,264,personer,ssb_07459,ekte
1516,90+,2018,62,personer,ssb_07459,ekte
1516,alle,2018,8555,personer,ssb_07459,ekte
1517,0-17,2018,1165,personer,ssb_07459,ekte
1517,18-29,2018,771,personer,ssb_07459,ekte
1517,30-49,2018,1336,personer,ssb_07459,ekte
1517,50-66,2018,1082,personer,ssb_07459,ekte
1517,67-79,2018,528,personer,ssb_07459,ekte
1517,80-89,2018,204,personer,ssb_07459,ekte
1517,90+,2018,64,personer,ssb_07459,ekte
1517,alle,2018,5150,personer,ssb_07459,ekte
1520,0-17,2018,2402,personer,ssb_07459,ekte
1520,18-29,2018,1611,personer,ssb_07459,ekte
1520,30-49,2018,2660,personer,ssb_07459,ekte
1520,50-66,2018,2304,personer,ssb_07459,ekte
1520,67-79,2018,1225,personer,ssb_07459,ekte
1520,80-89,2018,474,personer,ssb_07459,ekte
1520,90+,2018,136,personer,ssb_07459,ekte
1520,alle,2018,10812,personer,ssb_07459,ekte
1525,0-17,2018,869,personer,ssb_07459,ekte
1525,18-29,2018,675,personer,ssb_07459,ekte
1525,30-49,2018,1158,personer,ssb_07459,ekte
1525,50-66,2018,958,personer,ssb_07459,ekte
1525,67-79,2018,588,personer,ssb_07459,ekte
1525,80-89,2018,272,personer,ssb_07459,ekte
1525,90+,2018,67,personer,ssb_07459,ekte
1525,alle,2018,4587,personer,ssb_07459,ekte
1528,0-17,2018,1712,personer,ssb_07459,ekte
1528,18-29,2018,1080,personer,ssb_07459,ekte
1528,30-49,2018,1925,personer,ssb_07459,ekte
1528,50-66,2018,1718,personer,ssb_07459,ekte
1528,67-79,2018,891,personer,ssb_07459,ekte
1528,80-89,2018,290,personer,ssb_07459,ekte
1528,90+,2018,79,personer,ssb_07459,ekte
1528,alle,2018,7695,personer,ssb_07459,ekte
1531,0-17,2018,2321,personer,ssb_07459,ekte
1531,18-29,2018,1296,personer,ssb_07459,ekte
1531,30-49,2018,2581,personer,ssb_07459,ekte
1531,50-66,2018,1696,personer,ssb_07459,ekte
1531,67-79,2018,825,personer,ssb_07459,ekte
1531,80-89,2018,327,personer,ssb_07459,ekte
1531,90+,2018,85,personer,ssb_07459,ekte
1531,alle,2018,9131,personer,ssb_07459,ekte
1532,0-17,2018,2144,personer,ssb_07459,ekte
1532,18-29,2018,1224,personer,ssb_07459,ekte
1532,30-49,2018,2233,personer,ssb_07459,ekte
1532,50-66,2018,1595,personer,ssb_07459,ekte
1532,67-79,2018,772,personer,ssb_07459,ekte
1532,80-89,2018,262,personer,ssb_07459,ekte
1532,90+,2018,62,personer,ssb_07459,ekte
1532,alle,2018,8292,personer,ssb_07459,ekte
1535,0-17,2018,1305,personer,ssb_07459,ekte
1535,18-29,2018,971,personer,ssb_07459,ekte
1535,30-49,2018,1562,personer,ssb_07459,ekte
1535,50-66,2018,1569,personer,ssb_07459,ekte
1535,67-79,2018,800,personer,ssb_07459,ekte
1535,80-89,2018,282,personer,ssb_07459,ekte
1535,90+,2018,70,personer,ssb_07459,ekte
1535,alle,2018,6559,personer,ssb_07459,ekte
1539,0-17,2018,1578,personer,ssb_07459,ekte
1539,18-29,2018,989,personer,ssb_07459,ekte
1539,30-49,2018,1777,personer,ssb_07459,ekte
1539,50-66,2018,1696,personer,ssb_07459,ekte
1539,67-79,2018,992,personer,ssb_07459,ekte
1539,80-89,2018,363,personer,ssb_07459,ekte
1539,90+,2018,112,personer,ssb_07459,ekte
1539,alle,2018,7507,personer,ssb_07459,ekte
1547,0-17,2018,823,personer,ssb_07459,ekte
1547,18-29,2018,520,personer,ssb_07459,ekte
1547,30-49,2018,915,personer,ssb_07459,ekte
1547,50-66,2018,672,personer,ssb_07459,ekte
1547,67-79,2018,438,personer,ssb_07459,ekte
1547,80-89,2018,156,personer,ssb_07459,ekte
1547,90+,2018,33,personer,ssb_07459,ekte
1547,alle,2018,3557,personer,ssb_07459,ekte
1554,0-17,2018,1251,personer,ssb_07459,ekte
1554,18-29,2018,805,personer,ssb_07459,ekte
1554,30-49,2018,1419,personer,ssb_07459,ekte
1554,50-66,2018,1374,personer,ssb_07459,ekte
1554,67-79,2018,751,personer,ssb_07459,ekte
1554,80-89,2018,197,personer,ssb_07459,ekte
1554,90+,2018,62,personer,ssb_07459,ekte
1554,alle,2018,5859,personer,ssb_07459,ekte
1557,0-17,2018,572,personer,ssb_07459,ekte
1557,18-29,2018,331,personer,ssb_07459,ekte
1557,30-49,2018,633,personer,ssb_07459,ekte
1557,50-66,2018,588,personer,ssb_07459,ekte
1557,67-79,2018,368,personer,ssb_07459,ekte
1557,80-89,2018,97,personer,ssb_07459,ekte
1557,90+,2018,34,personer,ssb_07459,ekte
1557,alle,2018,2623,personer,ssb_07459,ekte
1560,0-17,2018,600,personer,ssb_07459,ekte
1560,18-29,2018,410,personer,ssb_07459,ekte
1560,30-49,2018,696,personer,ssb_07459,ekte
1560,50-66,2018,697,personer,ssb_07459,ekte
1560,67-79,2018,477,personer,ssb_07459,ekte
1560,80-89,2018,156,personer,ssb_07459,ekte
1560,90+,2018,42,personer,ssb_07459,ekte
1560,alle,2018,3078,personer,ssb_07459,ekte
1563,0-17,2018,1392,personer,ssb_07459,ekte
1563,18-29,2018,1067,personer,ssb_07459,ekte
1563,30-49,2018,1616,personer,ssb_07459,ekte
1563,50-66,2018,1765,personer,ssb_07459,ekte
1563,67-79,2018,850,personer,ssb_07459,ekte
1563,80-89,2018,326,personer,ssb_07459,ekte
1563,90+,2018,103,personer,ssb_07459,ekte
1563,alle,2018,7119,personer,ssb_07459,ekte
1566,0-17,2018,1173,personer,ssb_07459,ekte
1566,18-29,2018,907,personer,ssb_07459,ekte
1566,30-49,2018,1355,personer,ssb_07459,ekte
1566,50-66,2018,1378,personer,ssb_07459,ekte
1566,67-79,2018,863,personer,ssb_07459,ekte
1566,80-89,2018,241,personer,ssb_07459,ekte
1566,90+,2018,61,personer,ssb_07459,ekte
1566,alle,2018,5978,personer,ssb_07459,ekte
1573,0-17,2018,392,personer,ssb_07459,ekte
1573,18-29,2018,302,personer,ssb_07459,ekte
1573,30-49,2018,480,personer,ssb_07459,ekte
1573,50-66,2018,547,personer,ssb_07459,ekte
1573,67-79,2018,305,personer,ssb_07459,ekte
1573,80-89,2018,115,personer,ssb_07459,ekte
1573,90+,2018,31,personer,ssb_07459,ekte
1573,alle,2018,2172,personer,ssb_07459,ekte
1576,0-17,2018,681,personer,ssb_07459,ekte
1576,18-29,2018,477,personer,ssb_07459,ekte
1576,30-49,2018,867,personer,ssb_07459,ekte
1576,50-66,2018,821,personer,ssb_07459,ekte
1576,67-79,2018,524,personer,ssb_07459,ekte
1576,80-89,2018,175,personer,ssb_07459,ekte
1576,90+,2018,48,personer,ssb_07459,ekte
1576,alle,2018,3593,personer,ssb_07459,ekte
1577,alle,2018,0,personer,ssb_07459,ekte
1578,alle,2018,0,personer,ssb_07459,ekte
1579,alle,2018,0,personer,ssb_07459,ekte
1580,alle,2018,0,personer,ssb_07459,ekte
5001,0-17,2018,39075,personer,ssb_07459,ekte
5001,18-29,2018,40277,personer,ssb_07459,ekte
5001,30-49,2018,54354,personer,ssb_07459,ekte
5001,50-66,2018,35851,personer,ssb_07459,ekte
5001,67-79,2018,17426,personer,ssb_07459,ekte
5001,80-89,2018,5191,personer,ssb_07459,ekte
5001,90+,2018,1327,personer,ssb_07459,ekte
5001,alle,2018,193501,personer,ssb_07459,ekte
5006,alle,2018,0,personer,ssb_07459,ekte
5007,alle,2018,0,personer,ssb_07459,ekte
5014,0-17,2018,987,personer,ssb_07459,ekte
5014,18-29,2018,848,personer,ssb_07459,ekte
5014,30-49,2018,1393,personer,ssb_07459,ekte
5014,50-66,2018,995,personer,ssb_07459,ekte
5014,67-79,2018,491,personer,ssb_07459,ekte
5014,80-89,2018,196,personer,ssb_07459,ekte
5014,90+,2018,52,personer,ssb_07459,ekte
5014,alle,2018,4962,personer,ssb_07459,ekte
5020,0-17,2018,162,personer,ssb_07459,ekte
5020,18-29,2018,126,personer,ssb_07459,ekte
5020,30-49,2018,193,personer,ssb_07459,ekte
5020,50-66,2018,234,personer,ssb_07459,ekte
5020,67-79,2018,176,personer,ssb_07459,ekte
5020,80-89,2018,54,personer,ssb_07459,ekte
5020,90+,2018,22,personer,ssb_07459,ekte
5020,alle,2018,967,personer,ssb_07459,ekte
5021,0-17,2018,1457,personer,ssb_07459,ekte
5021,18-29,2018,990,personer,ssb_07459,ekte
5021,30-49,2018,1657,personer,ssb_07459,ekte
5021,50-66,2018,1553,personer,ssb_07459,ekte
5021,67-79,2018,942,personer,ssb_07459,ekte
5021,80-89,2018,300,personer,ssb_07459,ekte
5021,90+,2018,71,personer,ssb_07459,ekte
5021,alle,2018,6970,personer,ssb_07459,ekte
5022,0-17,2018,485,personer,ssb_07459,ekte
5022,18-29,2018,358,personer,ssb_07459,ekte
5022,30-49,2018,542,personer,ssb_07459,ekte
5022,50-66,2018,580,personer,ssb_07459,ekte
5022,67-79,2018,425,personer,ssb_07459,ekte
5022,80-89,2018,114,personer,ssb_07459,ekte
5022,90+,2018,37,personer,ssb_07459,ekte
5022,alle,2018,2541,personer,ssb_07459,ekte
5025,0-17,2018,1006,personer,ssb_07459,ekte
5025,18-29,2018,811,personer,ssb_07459,ekte
5025,30-49,2018,1306,personer,ssb_07459,ekte
5025,50-66,2018,1356,personer,ssb_07459,ekte
5025,67-79,2018,842,personer,ssb_07459,ekte
5025,80-89,2018,279,personer,ssb_07459,ekte
5025,90+,2018,63,personer,ssb_07459,ekte
5025,alle,2018,5663,personer,ssb_07459,ekte
5026,0-17,2018,356,personer,ssb_07459,ekte
5026,18-29,2018,309,personer,ssb_07459,ekte
5026,30-49,2018,419,personer,ssb_07459,ekte
5026,50-66,2018,491,personer,ssb_07459,ekte
5026,67-79,2018,345,personer,ssb_07459,ekte
5026,80-89,2018,90,personer,ssb_07459,ekte
5026,90+,2018,18,personer,ssb_07459,ekte
5026,alle,2018,2028,personer,ssb_07459,ekte
5027,0-17,2018,1285,personer,ssb_07459,ekte
5027,18-29,2018,957,personer,ssb_07459,ekte
5027,30-49,2018,1561,personer,ssb_07459,ekte
5027,50-66,2018,1331,personer,ssb_07459,ekte
5027,67-79,2018,754,personer,ssb_07459,ekte
5027,80-89,2018,276,personer,ssb_07459,ekte
5027,90+,2018,61,personer,ssb_07459,ekte
5027,alle,2018,6225,personer,ssb_07459,ekte
5028,0-17,2018,3902,personer,ssb_07459,ekte
5028,18-29,2018,2428,personer,ssb_07459,ekte
5028,30-49,2018,4440,personer,ssb_07459,ekte
5028,50-66,2018,3245,personer,ssb_07459,ekte
5028,67-79,2018,1753,personer,ssb_07459,ekte
5028,80-89,2018,551,personer,ssb_07459,ekte
5028,90+,2018,105,personer,ssb_07459,ekte
5028,alle,2018,16424,personer,ssb_07459,ekte
5029,0-17,2018,2139,personer,ssb_07459,ekte
5029,18-29,2018,1157,personer,ssb_07459,ekte
5029,30-49,2018,2320,personer,ssb_07459,ekte
5029,50-66,2018,1516,personer,ssb_07459,ekte
5029,67-79,2018,756,personer,ssb_07459,ekte
5029,80-89,2018,204,personer,ssb_07459,ekte
5029,90+,2018,50,personer,ssb_07459,ekte
5029,alle,2018,8142,personer,ssb_07459,ekte
5031,0-17,2018,3476,personer,ssb_07459,ekte
5031,18-29,2018,1945,personer,ssb_07459,ekte
5031,30-49,2018,4093,personer,ssb_07459,ekte
5031,50-66,2018,2796,personer,ssb_07459,ekte
5031,67-79,2018,1239,personer,ssb_07459,ekte
5031,80-89,2018,339,personer,ssb_07459,ekte
5031,90+,2018,70,personer,ssb_07459,ekte
5031,alle,2018,13958,personer,ssb_07459,ekte
5032,0-17,2018,822,personer,ssb_07459,ekte
5032,18-29,2018,575,personer,ssb_07459,ekte
5032,30-49,2018,958,personer,ssb_07459,ekte
5032,50-66,2018,923,personer,ssb_07459,ekte
5032,67-79,2018,557,personer,ssb_07459,ekte
5032,80-89,2018,188,personer,ssb_07459,ekte
5032,90+,2018,70,personer,ssb_07459,ekte
5032,alle,2018,4093,personer,ssb_07459,ekte
5033,0-17,2018,140,personer,ssb_07459,ekte
5033,18-29,2018,132,personer,ssb_07459,ekte
5033,30-49,2018,152,personer,ssb_07459,ekte
5033,50-66,2018,228,personer,ssb_07459,ekte
5033,67-79,2018,111,personer,ssb_07459,ekte
5033,80-89,2018,60,personer,ssb_07459,ekte
5033,90+,2018,11,personer,ssb_07459,ekte
5033,alle,2018,834,personer,ssb_07459,ekte
5034,0-17,2018,470,personer,ssb_07459,ekte
5034,18-29,2018,322,personer,ssb_07459,ekte
5034,30-49,2018,565,personer,ssb_07459,ekte
5034,50-66,2018,597,personer,ssb_07459,ekte
5034,67-79,2018,363,personer,ssb_07459,ekte
5034,80-89,2018,111,personer,ssb_07459,ekte
5034,90+,2018,41,personer,ssb_07459,ekte
5034,alle,2018,2469,personer,ssb_07459,ekte
5035,0-17,2018,5510,personer,ssb_07459,ekte
5035,18-29,2018,3664,personer,ssb_07459,ekte
5035,30-49,2018,6138,personer,ssb_07459,ekte
5035,50-66,2018,4946,personer,ssb_07459,ekte
5035,67-79,2018,2727,personer,ssb_07459,ekte
5035,80-89,2018,788,personer,ssb_07459,ekte
5035,90+,2018,191,personer,ssb_07459,ekte
5035,alle,2018,23964,personer,ssb_07459,ekte
5036,0-17,2018,555,personer,ssb_07459,ekte
5036,18-29,2018,382,personer,ssb_07459,ekte
5036,30-49,2018,593,personer,ssb_07459,ekte
5036,50-66,2018,574,personer,ssb_07459,ekte
5036,67-79,2018,362,personer,ssb_07459,ekte
5036,80-89,2018,113,personer,ssb_07459,ekte
5036,90+,2018,37,personer,ssb_07459,ekte
5036,alle,2018,2616,personer,ssb_07459,ekte
5037,0-17,2018,4501,personer,ssb_07459,ekte
5037,18-29,2018,3298,personer,ssb_07459,ekte
5037,30-49,2018,4814,personer,ssb_07459,ekte
5037,50-66,2018,4373,personer,ssb_07459,ekte
5037,67-79,2018,2236,personer,ssb_07459,ekte
5037,80-89,2018,747,personer,ssb_07459,ekte
5037,90+,2018,146,personer,ssb_07459,ekte
5037,alle,2018,20115,personer,ssb_07459,ekte
5038,0-17,2018,3191,personer,ssb_07459,ekte
5038,18-29,2018,2314,personer,ssb_07459,ekte
5038,30-49,2018,3755,personer,ssb_07459,ekte
5038,50-66,2018,3166,personer,ssb_07459,ekte
5038,67-79,2018,1897,personer,ssb_07459,ekte
5038,80-89,2018,490,personer,ssb_07459,ekte
5038,90+,2018,130,personer,ssb_07459,ekte
5038,alle,2018,14943,personer,ssb_07459,ekte
5041,0-17,2018,431,personer,ssb_07459,ekte
5041,18-29,2018,295,personer,ssb_07459,ekte
5041,30-49,2018,429,personer,ssb_07459,ekte
5041,50-66,2018,488,personer,ssb_07459,ekte
5041,67-79,2018,318,personer,ssb_07459,ekte
5041,80-89,2018,111,personer,ssb_07459,ekte
5041,90+,2018,22,personer,ssb_07459,ekte
5041,alle,2018,2094,personer,ssb_07459,ekte
5042,0-17,2018,279,personer,ssb_07459,ekte
5042,18-29,2018,170,personer,ssb_07459,ekte
5042,30-49,2018,303,personer,ssb_07459,ekte
5042,50-66,2018,324,personer,ssb_07459,ekte
5042,67-79,2018,216,personer,ssb_07459,ekte
5042,80-89,2018,75,personer,ssb_07459,ekte
5042,90+,2018,12,personer,ssb_07459,ekte
5042,alle,2018,1379,personer,ssb_07459,ekte
5043,0-17,2018,97,personer,ssb_07459,ekte
5043,18-29,2018,49,personer,ssb_07459,ekte
5043,30-49,2018,102,personer,ssb_07459,ekte
5043,50-66,2018,113,personer,ssb_07459,ekte
5043,67-79,2018,79,personer,ssb_07459,ekte
5043,80-89,2018,22,personer,ssb_07459,ekte
5043,90+,2018,12,personer,ssb_07459,ekte
5043,alle,2018,474,personer,ssb_07459,ekte
5044,0-17,2018,164,personer,ssb_07459,ekte
5044,18-29,2018,113,personer,ssb_07459,ekte
5044,30-49,2018,193,personer,ssb_07459,ekte
5044,50-66,2018,221,personer,ssb_07459,ekte
5044,67-79,2018,140,personer,ssb_07459,ekte
5044,80-89,2018,62,personer,ssb_07459,ekte
5044,90+,2018,9,personer,ssb_07459,ekte
5044,alle,2018,902,personer,ssb_07459,ekte
5045,0-17,2018,467,personer,ssb_07459,ekte
5045,18-29,2018,361,personer,ssb_07459,ekte
5045,30-49,2018,499,personer,ssb_07459,ekte
5045,50-66,2018,576,personer,ssb_07459,ekte
5045,67-79,2018,314,personer,ssb_07459,ekte
5045,80-89,2018,147,personer,ssb_07459,ekte
5045,90+,2018,36,personer,ssb_07459,ekte
5045,alle,2018,2400,personer,ssb_07459,ekte
5046,0-17,2018,300,personer,ssb_07459,ekte
5046,18-29,2018,151,personer,ssb_07459,ekte
5046,30-49,2018,285,personer,ssb_07459,ekte
5046,50-66,2018,252,personer,ssb_07459,ekte
5046,67-79,2018,197,personer,ssb_07459,ekte
5046,80-89,2018,70,personer,ssb_07459,ekte
5046,90+,2018,13,personer,ssb_07459,ekte
5046,alle,2018,1268,personer,ssb_07459,ekte
5047,0-17,2018,920,personer,ssb_07459,ekte
5047,18-29,2018,573,personer,ssb_07459,ekte
5047,30-49,2018,921,personer,ssb_07459,ekte
5047,50-66,2018,810,personer,ssb_07459,ekte
5047,67-79,2018,427,personer,ssb_07459,ekte
5047,80-89,2018,156,personer,ssb_07459,ekte
5047,90+,2018,38,personer,ssb_07459,ekte
5047,alle,2018,3845,personer,ssb_07459,ekte
5049,0-17,2018,188,personer,ssb_07459,ekte
5049,18-29,2018,161,personer,ssb_07459,ekte
5049,30-49,2018,223,personer,ssb_07459,ekte
5049,50-66,2018,305,personer,ssb_07459,ekte
5049,67-79,2018,167,personer,ssb_07459,ekte
5049,80-89,2018,48,personer,ssb_07459,ekte
5049,90+,2018,13,personer,ssb_07459,ekte
5049,alle,2018,1105,personer,ssb_07459,ekte
5052,0-17,2018,86,personer,ssb_07459,ekte
5052,18-29,2018,87,personer,ssb_07459,ekte
5052,30-49,2018,97,personer,ssb_07459,ekte
5052,50-66,2018,156,personer,ssb_07459,ekte
5052,67-79,2018,110,personer,ssb_07459,ekte
5052,80-89,2018,37,personer,ssb_07459,ekte
5052,90+,2018,9,personer,ssb_07459,ekte
5052,alle,2018,582,personer,ssb_07459,ekte
5053,0-17,2018,1526,personer,ssb_07459,ekte
5053,18-29,2018,965,personer,ssb_07459,ekte
5053,30-49,2018,1528,personer,ssb_07459,ekte
5053,50-66,2018,1542,personer,ssb_07459,ekte
5053,67-79,2018,897,personer,ssb_07459,ekte
5053,80-89,2018,265,personer,ssb_07459,ekte
5053,90+,2018,62,personer,ssb_07459,ekte
5053,alle,2018,6785,personer,ssb_07459,ekte
5054,0-17,2018,2165,personer,ssb_07459,ekte
5054,18-29,2018,1311,personer,ssb_07459,ekte
5054,30-49,2018,2427,personer,ssb_07459,ekte
5054,50-66,2018,2244,personer,ssb_07459,ekte
5054,67-79,2018,1389,personer,ssb_07459,ekte
5054,80-89,2018,437,personer,ssb_07459,ekte
5054,90+,2018,117,personer,ssb_07459,ekte
5054,alle,2018,10090,personer,ssb_07459,ekte
5055,alle,2018,0,personer,ssb_07459,ekte
5056,alle,2018,0,personer,ssb_07459,ekte
5057,alle,2018,0,personer,ssb_07459,ekte
5058,alle,2018,0,personer,ssb_07459,ekte
5059,alle,2018,0,personer,ssb_07459,ekte
5060,alle,2018,0,personer,ssb_07459,ekte
5061,alle,2018,0,personer,ssb_07459,ekte
1804,0-17,2018,10967,personer,ssb_07459,ekte
1804,18-29,2018,9049,personer,ssb_07459,ekte
1804,30-49,2018,13990,personer,ssb_07459,ekte
1804,50-66,2018,10649,personer,ssb_07459,ekte
1804,67-79,2018,5078,personer,ssb_07459,ekte
1804,80-89,2018,1530,personer,ssb_07459,ekte
1804,90+,2018,295,personer,ssb_07459,ekte
1804,alle,2018,51558,personer,ssb_07459,ekte
1806,alle,2018,0,personer,ssb_07459,ekte
1811,0-17,2018,289,personer,ssb_07459,ekte
1811,18-29,2018,189,personer,ssb_07459,ekte
1811,30-49,2018,280,personer,ssb_07459,ekte
1811,50-66,2018,376,personer,ssb_07459,ekte
1811,67-79,2018,253,personer,ssb_07459,ekte
1811,80-89,2018,84,personer,ssb_07459,ekte
1811,90+,2018,15,personer,ssb_07459,ekte
1811,alle,2018,1486,personer,ssb_07459,ekte
1812,0-17,2018,411,personer,ssb_07459,ekte
1812,18-29,2018,280,personer,ssb_07459,ekte
1812,30-49,2018,458,personer,ssb_07459,ekte
1812,50-66,2018,473,personer,ssb_07459,ekte
1812,67-79,2018,276,personer,ssb_07459,ekte
1812,80-89,2018,99,personer,ssb_07459,ekte
1812,90+,2018,23,personer,ssb_07459,ekte
1812,alle,2018,2020,personer,ssb_07459,ekte
1813,0-17,2018,1750,personer,ssb_07459,ekte
1813,18-29,2018,1199,personer,ssb_07459,ekte
1813,30-49,2018,1959,personer,ssb_07459,ekte
1813,50-66,2018,1805,personer,ssb_07459,ekte
1813,67-79,2018,877,personer,ssb_07459,ekte
1813,80-89,2018,302,personer,ssb_07459,ekte
1813,90+,2018,56,personer,ssb_07459,ekte
1813,alle,2018,7948,personer,ssb_07459,ekte
1815,0-17,2018,222,personer,ssb_07459,ekte
1815,18-29,2018,161,personer,ssb_07459,ekte
1815,30-49,2018,253,personer,ssb_07459,ekte
1815,50-66,2018,303,personer,ssb_07459,ekte
1815,67-79,2018,208,personer,ssb_07459,ekte
1815,80-89,2018,60,personer,ssb_07459,ekte
1815,90+,2018,14,personer,ssb_07459,ekte
1815,alle,2018,1221,personer,ssb_07459,ekte
1816,0-17,2018,95,personer,ssb_07459,ekte
1816,18-29,2018,64,personer,ssb_07459,ekte
1816,30-49,2018,117,personer,ssb_07459,ekte
1816,50-66,2018,119,personer,ssb_07459,ekte
1816,67-79,2018,89,personer,ssb_07459,ekte
1816,80-89,2018,18,personer,ssb_07459,ekte
1816,90+,2018,4,personer,ssb_07459,ekte
1816,alle,2018,506,personer,ssb_07459,ekte
1818,0-17,2018,346,personer,ssb_07459,ekte
1818,18-29,2018,261,personer,ssb_07459,ekte
1818,30-49,2018,406,personer,ssb_07459,ekte
1818,50-66,2018,441,personer,ssb_07459,ekte
1818,67-79,2018,254,personer,ssb_07459,ekte
1818,80-89,2018,61,personer,ssb_07459,ekte
1818,90+,2018,21,personer,ssb_07459,ekte
1818,alle,2018,1790,personer,ssb_07459,ekte
1820,0-17,2018,1520,personer,ssb_07459,ekte
1820,18-29,2018,1165,personer,ssb_07459,ekte
1820,30-49,2018,1804,personer,ssb_07459,ekte
1820,50-66,2018,1675,personer,ssb_07459,ekte
1820,67-79,2018,978,personer,ssb_07459,ekte
1820,80-89,2018,255,personer,ssb_07459,ekte
1820,90+,2018,53,personer,ssb_07459,ekte
1820,alle,2018,7450,personer,ssb_07459,ekte
1822,0-17,2018,522,personer,ssb_07459,ekte
1822,18-29,2018,319,personer,ssb_07459,ekte
1822,30-49,2018,555,personer,ssb_07459,ekte
1822,50-66,2018,543,personer,ssb_07459,ekte
1822,67-79,2018,250,personer,ssb_07459,ekte
1822,80-89,2018,86,personer,ssb_07459,ekte
1822,90+,2018,32,personer,ssb_07459,ekte
1822,alle,2018,2307,personer,ssb_07459,ekte
1824,0-17,2018,2643,personer,ssb_07459,ekte
1824,18-29,2018,2077,personer,ssb_07459,ekte
1824,30-49,2018,3173,personer,ssb_07459,ekte
1824,50-66,2018,3032,personer,ssb_07459,ekte
1824,67-79,2018,1771,personer,ssb_07459,ekte
1824,80-89,2018,605,personer,ssb_07459,ekte
1824,90+,2018,147,personer,ssb_07459,ekte
1824,alle,2018,13448,personer,ssb_07459,ekte
1825,0-17,2018,278,personer,ssb_07459,ekte
1825,18-29,2018,190,personer,ssb_07459,ekte
1825,30-49,2018,325,personer,ssb_07459,ekte
1825,50-66,2018,349,personer,ssb_07459,ekte
